Executing fixed runner now.
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:55)
Test being executed: RegressionTest0.test479
Test being executed: RegressionTest0.test480
Test being executed: RegressionTest0.test481
Test being executed: RegressionTest0.test482
Test being executed: RegressionTest0.test483
Test being executed: RegressionTest0.test484
Test being executed: RegressionTest0.test485
Test being executed: RegressionTest0.test486
Test being executed: RegressionTest0.test487
Test being executed: RegressionTest0.test488
Test being executed: RegressionTest0.test489
Test being executed: RegressionTest0.test490
Test being executed: RegressionTest0.test491
Test being executed: RegressionTest0.test492
Test being executed: RegressionTest0.test493
Test being executed: RegressionTest0.test494
Test being executed: RegressionTest0.test495
Test being executed: RegressionTest0.test496
Test being executed: RegressionTest0.test497
Test being executed: RegressionTest0.test498
Test being executed: RegressionTest0.test499
Test being executed: RegressionTest0.test500
Test being executed: ErrorTest0.test1
Test being executed: RegressionTest1.test001
Test being executed: RegressionTest1.test040
Test being executed: RegressionTest1.test041
Test being executed: RegressionTest1.test042
Test being executed: RegressionTest1.test043
Test being executed: RegressionTest1.test044
Test being executed: RegressionTest1.test045
Test being executed: RegressionTest1.test046
Test being executed: RegressionTest1.test047
Test being executed: RegressionTest1.test048
Test being executed: RegressionTest1.test049
Test being executed: RegressionTest1.test050
Test being executed: RegressionTest1.test051
Test being executed: RegressionTest1.test052
Test being executed: RegressionTest1.test053
Test being executed: RegressionTest1.test054
Test being executed: RegressionTest1.test055
Test being executed: RegressionTest1.test056
Test being executed: RegressionTest1.test057
Test being executed: RegressionTest1.test058
Test being executed: RegressionTest1.test059
Test being executed: RegressionTest1.test060
Test being executed: RegressionTest1.test061
Test being executed: RegressionTest1.test062
4278 [main] ERROR org.apache.activemq.jndi.JNDIReferenceFactory - target was null.
java.lang.IllegalArgumentException: target was null.
	at org.apache.activemq.util.IntrospectionSupport.getProperties(IntrospectionSupport.java:49)
	at org.apache.activemq.ActiveMQConnectionFactory.populateProperties(ActiveMQConnectionFactory.java:807)
	at org.apache.activemq.jndi.JNDIBaseStorable.getProperties(JNDIBaseStorable.java:72)
	at org.apache.activemq.jndi.JNDIReferenceFactory.createReference(JNDIReferenceFactory.java:98)
	at org.apache.activemq.jndi.JNDIBaseStorable.getReference(JNDIBaseStorable.java:83)
	at RegressionTest1.test062(RegressionTest1.java:1571)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:55)
Test being executed: RegressionTest1.test063
Test being executed: RegressionTest1.test064
Test being executed: RegressionTest1.test065
Test being executed: RegressionTest1.test066
Test being executed: RegressionTest1.test067
Test being executed: RegressionTest1.test068
Test being executed: RegressionTest1.test069
Test being executed: RegressionTest1.test070
Test being executed: RegressionTest1.test071
Test being executed: RegressionTest1.test072
Test being executed: RegressionTest1.test073
Test being executed: RegressionTest1.test074
Test being executed: RegressionTest1.test075
Test being executed: RegressionTest1.test076
Test being executed: RegressionTest1.test077
Test being executed: RegressionTest1.test078
Test being executed: RegressionTest1.test079
Test being executed: RegressionTest1.test080
Test being executed: RegressionTest1.test081
Test being executed: RegressionTest1.test082
Test being executed: RegressionTest1.test083
Test being executed: RegressionTest1.test084
Test being executed: RegressionTest1.test085
Test being executed: RegressionTest1.test086
Test being executed: RegressionTest1.test087
Test being executed: RegressionTest1.test088
Test being executed: RegressionTest1.test089
Test being executed: RegressionTest1.test090
Test being executed: RegressionTest1.test091
Test being executed: RegressionTest1.test092
Test being executed: RegressionTest1.test093
Test being executed: RegressionTest1.test094
Test being executed: RegressionTest1.test095
Test being executed: RegressionTest1.test096
Test being executed: RegressionTest1.test097
Test being executed: RegressionTest1.test098
Test being executed: RegressionTest1.test099
Test being executed: RegressionTest1.test100
Test being executed: RegressionTest1.test101
Test being executed: RegressionTest1.test102
Test being executed: RegressionTest1.test103
Test being executed: RegressionTest1.test104
Test being executed: RegressionTest1.test105
Test being executed: RegressionTest1.test106
Test being executed: RegressionTest1.test107
Test being executed: RegressionTest1.test108
Test being executed: RegressionTest1.test109
Test being executed: RegressionTest1.test110
Test being executed: RegressionTest1.test111
Test being executed: RegressionTest1.test112
Test being executed: RegressionTest1.test113
Test being executed: RegressionTest1.test114
Test being executed: RegressionTest1.test115
Test being executed: RegressionTest1.test116
Test being executed: RegressionTest1.test117
Test being executed: RegressionTest1.test118
Test being executed: RegressionTest1.test119
Test being executed: RegressionTest1.test120
Test being executed: RegressionTest1.test121
Test being executed: RegressionTest1.test122
Test being executed: RegressionTest1.test123
Test being executed: RegressionTest1.test124
Test being executed: RegressionTest1.test125
Test being executed: RegressionTest1.test126
Test being executed: RegressionTest1.test127
4447 [main] INFO org.apache.activemq.camel.camelplugin.CamelRoutesBrokerPlugin - Installing CamelRoutesBroker
Test being executed: RegressionTest1.test128
Test being executed: RegressionTest1.test129
Test being executed: RegressionTest1.test130
Test being executed: RegressionTest1.test131
Test being executed: RegressionTest1.test132
Test being executed: RegressionTest1.test133
Test being executed: RegressionTest1.test134
Test being executed: RegressionTest1.test135
Test being executed: RegressionTest1.test136
Test being executed: RegressionTest1.test137
Test being executed: RegressionTest1.test138
Test being executed: RegressionTest1.test139
Test being executed: RegressionTest1.test140
Test being executed: RegressionTest1.test141
Test being executed: RegressionTest1.test142
Test being executed: RegressionTest1.test143
Test being executed: RegressionTest1.test144
Test being executed: RegressionTest1.test145
Test being executed: RegressionTest1.test146
Test being executed: RegressionTest1.test147
Test being executed: RegressionTest1.test148
Test being executed: RegressionTest1.test149
Test being executed: RegressionTest1.test150
Test being executed: RegressionTest1.test151
Test being executed: RegressionTest1.test152
Test being executed: RegressionTest1.test153
Test being executed: RegressionTest1.test154
Test being executed: RegressionTest1.test155
Test being executed: RegressionTest1.test156
Test being executed: RegressionTest1.test157
Test being executed: RegressionTest1.test158
Test being executed: RegressionTest1.test159
Test being executed: RegressionTest1.test160
Test being executed: RegressionTest1.test161
Test being executed: RegressionTest1.test162
Test being executed: RegressionTest1.test163
Test being executed: RegressionTest1.test164
Test being executed: RegressionTest1.test165
Test being executed: RegressionTest1.test166
Test being executed: RegressionTest1.test167
Test being executed: RegressionTest1.test168
Test being executed: RegressionTest1.test169
Test being executed: RegressionTest1.test170
Test being executed: RegressionTest1.test171
Test being executed: RegressionTest1.test172
Test being executed: RegressionTest1.test173
Test being executed: RegressionTest1.test174
Test being executed: RegressionTest1.test175
Test being executed: RegressionTest1.test176
Test being executed: RegressionTest1.test177
Test being executed: RegressionTest1.test178
Test being executed: RegressionTest1.test179
Test being executed: RegressionTest1.test180
Test being executed: RegressionTest1.test181
Test being executed: RegressionTest1.test182
Test being executed: RegressionTest1.test183
Test being executed: RegressionTest1.test184
Test being executed: RegressionTest1.test185
Test being executed: RegressionTest1.test186
Test being executed: RegressionTest1.test187
Test being executed: RegressionTest1.test188
Test being executed: RegressionTest1.test189
Test being executed: RegressionTest1.test190
Test being executed: RegressionTest1.test002
Test being executed: RegressionTest1.test003
Test being executed: RegressionTest1.test008
Test being executed: RegressionTest1.test009
Test being executed: RegressionTest1.test010
Test being executed: RegressionTest1.test011
Test being executed: RegressionTest1.test004
Test being executed: RegressionTest1.test005
Test being executed: RegressionTest1.test006
4612 [main] WARN org.apache.activemq.camel.component.broker.BrokerConsumer - Error processing intercepted message: null. Exchange[][BrokerJmsMessage@0x7a64eb31]. Caused by: [java.lang.NullPointerException - null]
java.lang.NullPointerException
	at org.apache.activemq.camel.component.broker.BrokerConsumer.intercept(BrokerConsumer.java:56)
	at RegressionTest1.test006(RegressionTest1.java:139)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:55)
4616 [main] WARN org.apache.activemq.camel.component.broker.BrokerConsumer - Error processing intercepted message: null. Exchange[][BrokerJmsMessage@0x6b5cbaf2]. Caused by: [java.lang.NullPointerException - null]
java.lang.NullPointerException
	at org.apache.activemq.camel.component.broker.BrokerConsumer.intercept(BrokerConsumer.java:56)
	at RegressionTest1.test006(RegressionTest1.java:142)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:55)
Test being executed: RegressionTest1.test007
Test being executed: RegressionTest1.test012
Test being executed: RegressionTest1.test013
Test being executed: RegressionTest1.test014
Test being executed: RegressionTest1.test015
Test being executed: RegressionTest1.test016
Test being executed: RegressionTest1.test017
Test being executed: RegressionTest1.test018
Test being executed: RegressionTest1.test019
Test being executed: RegressionTest1.test020
Test being executed: RegressionTest1.test021
Test being executed: RegressionTest1.test022
Test being executed: RegressionTest1.test023
Test being executed: RegressionTest1.test024
Test being executed: RegressionTest1.test025
Test being executed: RegressionTest1.test026
Test being executed: RegressionTest1.test027
Test being executed: RegressionTest1.test028
Test being executed: RegressionTest1.test029
Test being executed: RegressionTest1.test030
Test being executed: RegressionTest1.test031
Test being executed: RegressionTest1.test032
Test being executed: RegressionTest1.test033
Test being executed: RegressionTest1.test034
4679 [main] INFO org.apache.activemq.camel.camelplugin.CamelRoutesBrokerPlugin - Installing CamelRoutesBroker
Test being executed: RegressionTest1.test035
Test being executed: RegressionTest1.test036
Test being executed: RegressionTest1.test037
Test being executed: RegressionTest1.test038
Test being executed: RegressionTest1.test039
Test being executed: RegressionTest1.test191
Test being executed: RegressionTest1.test192
Test being executed: RegressionTest1.test193
Test being executed: RegressionTest1.test194
Test being executed: RegressionTest1.test195
Test being executed: RegressionTest1.test196
Test being executed: RegressionTest1.test197
Test being executed: RegressionTest1.test198
Test being executed: RegressionTest1.test199
Test being executed: RegressionTest1.test200
Test being executed: RegressionTest1.test201
Test being executed: RegressionTest1.test202
Test being executed: RegressionTest1.test203
Test being executed: RegressionTest1.test204
Test being executed: RegressionTest1.test205
Test being executed: RegressionTest1.test206
Test being executed: RegressionTest1.test207
Test being executed: RegressionTest1.test208
Test being executed: RegressionTest1.test209
Test being executed: RegressionTest1.test210
Test being executed: RegressionTest1.test211
Test being executed: RegressionTest1.test212
Test being executed: RegressionTest1.test213
Execution time: 6102803770
0-th run
Pass: 709, Fail: 0, Error: 5
